Anabaena variabilis ATCC 29413,240292
Candidatus Carsonella ruddii CS isolate Thao2000,1202537
Candidatus Carsonella ruddii HC isolate Thao2000,1202538
Candidatus Carsonella ruddii HT isolate Thao2000,1202539
Candidatus Carsonella ruddii PC isolate NHV,1202540
Streptococcus pyogenes M1 476,1207470
Treponema pallidum subsp. pallidum str. Mexico A,686990
Bifidobacterium asteroides PRL2011,1147128
Singulisphaera acidiphila DSM 18658,886293
Nostoc sp. PCC 7107,317936
Rivularia sp. PCC 7116,373994
Nostoc sp. PCC 7524,28072
Synechococcus sp. PCC 6312,195253
Pleurocapsa sp. PCC 7327,118163
Geitlerinema sp. PCC 7407,1173025
Pseudanabaena sp. PCC 7367,82654
Chroococcidiopsis thermalis PCC 7203,251229
Chamaesiphon minutus PCC 6605,1173020
Oscillatoria acuminata PCC 6304,56110
Oscillatoria nigro-viridis PCC 7112,179408
Gloeocapsa sp. PCC 7428,1173026
Stanieria cyanosphaera PCC 7437,111780
Anabaena cylindrica PCC 7122,272123
Streptococcus agalactiae GD201008-001,1203670
Streptococcus pyogenes A20,1235829
Treponema pallidum str. Fribourg-Blanc,1155775
Streptococcus agalactiae SA20-06,1231389
Cyanobacterium stanieri PCC 7202,292563
Calothrix sp. PCC 7507,99598
Halothece sp. PCC 7418,65093
Cyanobacterium aponinum PCC 10605,755178
Bifidobacterium animalis subsp. lactis Bl12,1281781
Bifidobacterium thermophilum RBL67,1254439
Streptococcus pyogenes HSC5,1336746
Streptococcus agalactiae,1311
Streptococcus agalactiae 09mas018883,1309806
Streptococcus agalactiae ILRI005,1309807
Streptococcus agalactiae ILRI112,1318615
Arthrobacter sp. Rue61a,1118963
Candidatus Carsonella ruddii DC,667013
Bifidobacterium animalis subsp. lactis ATCC 27673,1167629
Candidatus Sulcia muelleri str. Sulcia-ALF,1343076
Thermosynechococcus sp. NK55,1394889
Bifidobacterium angulatum DSM 20098 = JCM 7096,518635
Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456,500634
Bifidobacterium breve DSM 20213 = JCM 1192,518634
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,566552
Bifidobacterium dentium JCM 1195 = DSM 20436,1150423
Bifidobacterium kashiwanohense JCM 15439 = DSM 21854,1150460
Bifidobacterium scardovii JCM 12489 = DSM 13734,1150461
Scardovia inopinata JCM 12537,1150468
cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake,
Candidatus Sulcia muelleri PSPU,1189303
Winogradskyella sp. PG-2,754409
Bifidobacterium longum 105-A,"('216816', '105-A')"
Lactobacillus acetotolerans NBRC 13120,
Streptococcus pyogenes MGAS1882,1010840
Treponema pallidum subsp. pallidum str. Sea 81-4,1095955
Bifidobacterium indicum LMG 11587 = DSM 20214,1341694
Synechococcus sp. KORDI-100,1280380
Synechococcus sp. KORDI-49,585423
Synechococcus sp. KORDI-52,585425
Synechococcus sp. UTEX 2973,1350461
Chlamydia avium 10DC88,1229831
Bifidobacterium breve 12L,1385938
Bifidobacterium breve JCM 7017,1385939
Bifidobacterium breve JCM 7019,1385940
Bifidobacterium breve NCFB 2258,1385941
Bifidobacterium breve 689b,1385942
Bifidobacterium breve S27,936351
Bifidobacterium longum subsp. longum GT15,1300227
Synechococcus sp. WH 8109,166314
Streptococcus agalactiae CNCTC 10/84,1427374
candidate division SR1 bacterium RAAC1_SR1_1,1394709
Streptococcus pyogenes STAB901,1440772
Streptococcus pyogenes STAB902,1437007
Candidatus Sulcia muelleri TETUND,"('336810', 'TETUND')"
Streptococcus pyogenes 7F7,"('1314', '7F7')"
Streptococcus pyogenes 1E1,"('1314', '1E1')"
Bifidobacterium coryneforme LMG18911,"('1687', 'LMG18911')"
Bifidobacterium adolescentis 22L,"('1680', '22L')"
Yersinia enterocolitica LC20,1443113
Bifidobacterium kashiwanohense PV20-2,"('630129', 'PV20-2')"
Bifidobacterium pseudolongum PV8-2,1447715
Ehrlichia chaffeensis str. Heartland,1249651
Ehrlichia chaffeensis str. Jax,1249652
Ehrlichia chaffeensis str. Liberty,1249653
Ehrlichia chaffeensis str. Osceola,1249654
Ehrlichia chaffeensis str. Saint Vincent,1249655
Ehrlichia chaffeensis str. Wakulla,1249656
Ehrlichia chaffeensis str. West Paces,1249650
Streptococcus agalactiae 138P,1417990
Bifidobacterium animalis subsp. lactis KLDS2.0603,1316911
Streptococcus pyogenes AP1,"('1314', 'AP1')"
Streptococcus pyogenes NGAS743,1444965
Streptococcus pyogenes NGAS596,1444912
Streptococcus pyogenes NGAS327,"('1314', 'NGAS327')"
Streptococcus agalactiae 138spar,"('1311', '138spar')"
Streptococcus agalactiae GBS1-NY,"('1311', 'GBS1-NY')"
Streptococcus agalactiae GBS2-NM,"('1311', 'GBS2-NM')"
Streptococcus agalactiae GBS6,"('1311', 'GBS6')"
Streptococcus agalactiae NGBS061,"('1311', 'NGBS061')"
Streptococcus agalactiae NGBS572,"('1311', 'NGBS572')"
Vibrio cholerae TSY216,"('666', 'TSY216')"
Prochlorococcus sp. MIT 0604,1501268
Prochlorococcus sp. MIT 0801,1501269
Bifidobacterium animalis RH,"('28025', 'RH')"
Streptococcus pyogenes M23ND,"('1314', 'M23ND')"
Candidatus Hodgkinia cicadicola,573658
Streptococcus pyogenes 5448,"('1314', '5448')"
Bifidobacterium longum BXY01,"('216816', 'BXY01')"
Streptococcus pyogenes ATCC 19615,
Candidatus Sulcia muelleri BGSS,"('336810', 'BGSS')"
Bifidobacterium animalis subsp. lactis BF052,"('302911', 'BF052')"
Streptococcus pyogenes HKU360,"('1314', 'HKU360')"
Mycobacterium sp. VKM Ac-1817D,1273687
Candidatus Sulcia muelleri ML,"('336810', 'ML')"
Streptococcus agalactiae GBS85147,"('1311', 'GBS85147')"
Bifidobacterium longum subsp. infantis BT1,"('1682', 'BT1')"
Bifidobacterium bifidum BF3,"('1681', 'BF3')"
Bifidobacterium breve BR3,"('1685', 'BR3')"
Spirosoma radiotolerans DG5A,"('1379870', 'DG5A')"
Bifidobacterium animalis A6,"('28025', 'A6')"
Bifidobacterium adolescentis BBMN23,"('1680', 'BBMN23')"
Streptococcus pyogenes NGAS322,1444855
Streptococcus pyogenes NGAS638,1444936
Bifidobacterium longum BG7,"('216816', 'BG7')"
Candidatus Sulcia muelleri,336810
Streptococcus agalactiae SS1,"('1311', 'SS1')"
Arthrobacter sp. IHBB 11108,1618207
Streptococcus pyogenes STAB10015,"('1314', 'STAB10015')"
bacterium GW2011_GWA1_50_15,1620412
candidate division SR1 bacterium Aalborg_AAW-1,1643353
Streptococcus agalactiae HN016,"('1311', 'HN016')"
Streptococcus agalactiae GX026,"('1311', 'GX026')"
Streptococcus agalactiae H002,"('1311', 'H002')"
Calothrix sp. 336/3,1337936
Streptococcus pyogenes JRS4,1150773
Streptococcus pyogenes D471,"('1314', 'D471')"
Streptococcus pyogenes M28PF1,"('1314', 'M28PF1')"
Bifidobacterium actinocoloniiforme DSM 22766,1437605
Streptococcus pyogenes HKU488,"('1314', 'HKU488')"
Myxococcus sp.,1929279
Streptomyces ambofaciens ATCC 23877,278992
Candidatus Carsonella ruddii YCCR,"('114186', 'YCCR')"
Streptococcus agalactiae SG-M1,"('1311', 'SG-M1')"
Arthrobacter sp. ERGS1:01,"('1667', 'ERGS1:01')"
Arthrobacter alpinus R3.8,"('656366', 'R3.8')"
Streptococcus pyogenes H293,1352931
Streptococcus agalactiae COH1,342616
Candidatus Evansia muelleri,1495769
Candidatus Portiera aleyrodidarum AF-CAI,"('91844', 'AF-CAI')"
Synechococcus sp. WH 8103,29410
Alloactinosynnema sp. L-07,1653480
Arthrobacter sp. PAMC25486,1494608
Streptococcus pyogenes MTB313,"('1314', 'MTB313')"
Streptococcus pyogenes MTB314,"('1314', 'MTB314')"
Geminocystis sp. NIES-3708,1615909
Geminocystis sp. NIES-3709,1617448
Caldimicrobium thiodismutans TF1,"('1653476', 'TF1')"
Nostoc sp. NIES-3756,1751286
Fischerella sp. NIES-3754,1752063
Leptolyngbya sp. NIES-3755,1752064
Leptolyngbya sp. O-77,1080068
Mesorhizobium huakuii 7653R,763057
Streptococcus pyogenes STAB1102,1437008
Nodularia spumigena CCY9414,313624
Treponema pallidum subsp. endemicum str. Bosnia A,1155776
Treponema pallidum subsp. pallidum Chicago Population,
Treponema pallidum subsp. pallidum CDC-A,"('161', 'CDC-A')"
Treponema pallidum subsp. pallidum Nichols Houston,
Treponema pallidum subsp. pallidum UW074B,"('161', 'UW074B')"
Treponema pallidum subsp. pallidum UW189B,"('161', 'UW189B')"
Treponema pallidum subsp. pallidum UW228B,"('161', 'UW228B')"
Treponema pallidum subsp. pallidum UW254B,"('161', 'UW254B')"
Treponema pallidum subsp. pallidum UW391B,"('161', 'UW391B')"
Streptococcus agalactiae CU_GBS_08,"('1311', 'CU_GBS_08')"
Streptococcus agalactiae CU_GBS_98,"('1311', 'CU_GBS_98')"
Streptococcus pyogenes STAB09014,"('1314', 'STAB09014')"
Mycobacterium fortuitum CT6,"('1766', 'CT6')"
Pirellula sp. SH-Sr6A,1632865
Streptococcus agalactiae YM001,"('1311', 'YM001')"
Streptococcus agalactiae GX064,"('1311', 'GX064')"
Bifidobacterium longum subsp. longum NCIMB8809,"('1679', 'NCIMB8809')"
Bifidobacterium longum subsp. longum CCUG30698,"('1679', 'CCUG30698')"
Nostoc piscinale CENA21,224013
Streptococcus agalactiae NGBS128,"('1311', 'NGBS128')"
Arthrospira platensis YZ,1738638
Arthrobacter alpinus ERGS4:06,"('656366', 'ERGS4:06')"
Streptococcus agalactiae GBS ST-1,
Candidatus Nasuia deltocephalinicola PUNC,"('1160784', 'PUNC')"
Candidatus Sulcia muelleri PUNC,"('336810', 'PUNC')"
Streptococcus pyogenes AP53,"('1314', 'AP53')"
Streptococcus pyogenes MGAS11027,1193575
Streptococcus pyogenes MGAS23530,"('1314', 'MGAS23530')"
Streptococcus pyogenes MGAS27061,"('1314', 'MGAS27061')"
Synechococcus sp. PCC 73109,374982
Streptococcus pyogenes FDAARGOS_149,"('1314', 'FDAARGOS_149')"
Streptococcus pyogenes MEW427,"('1314', 'MEW427')"
Streptococcus pyogenes MEW123,"('1314', 'MEW123')"
Aerococcus christensenii CCUG28831,"('87541', 'CCUG28831')"
Actinomyces radicidentis CCUG 36733,111015
Bifidobacterium angulatum GT102,"('1683', 'GT102')"
Mycobacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841,1766
Frondihabitans sp. PAMC 28766,1795630
Streptococcus sp. TA 26,1811193
Mycobacterium abscessus FLAC004,"('36809', 'FLAC004')"
Mycobacterium abscessus FLAC007,"('36809', 'FLAC007')"
Mycobacterium abscessus FLAC008,"('36809', 'FLAC008')"
Mycobacterium abscessus FLAC045,"('36809', 'FLAC045')"
Mycobacterium abscessus FLAC054,"('36809', 'FLAC054')"
Treponema pallidum subsp. pallidum Amoy,"('161', 'Amoy')"
Streptococcus pyogenes NS53,"('1314', 'NS53')"
Blautia sp. YL58,1796616
Bifidobacterium animalis subsp. animalis YL2,"('302912', 'YL2')"
Chlamydia gallinacea 08-1274/3,1143323
Streptococcus agalactiae S25,"('1311', 'S25')"
Mycobacterium abscessus FLAC055,"('36809', 'FLAC055')"
Candidatus Sulcia muelleri NC,"('336810', 'NC')"
Streptococcus agalactiae FWL1402,"('1311', 'FWL1402')"
Synechococcus sp. PCC 7003,374981
Synechococcus sp. PCC 7117,195498
Synechococcus sp. PCC 8807,195248
Arthrospira sp. PCC 8005,376219
[Clostridium] sordellii ATCC9714,
Candidatus Tremblaya princeps isolate TPTPER1,
Arthrobacter sp. A3,656366
Pseudarthrobacter sulfonivorans Ar51,"('121292', 'Ar51')"
Arthrobacter sp. ATCC 21022,1771959
Leptolyngbya boryana IAM M-101,411966
Leptolyngbya boryana dg5,1260963
Streptococcus agalactiae NGBS357,"('1311', 'NGBS357')"
Bifidobacterium longum 35624,"('216816', '35624')"
Streptococcus agalactiae GBS-M002,"('1311', 'GBS-M002')"
Streptococcus pyogenes STAB14018,"('1314', 'STAB14018')"
Bifidobacterium longum subsp. longum AH1206,"('1679', 'AH1206')"
Streptococcus agalactiae WC1535,"('1311', 'WC1535')"
bacterium AB1,1898108
Candidatus Melainabacteria bacterium MEL.A1,1899017
Moorea producens PAL-8-15-08-1,"('1155739', 'PAL-8-15-08-1')"
Fuerstia marisgermanicae NH11,"('1891926', 'NH11')"
Cupriavidus sp. USMAA2-4,876364
Streptomyces niveus SCSIO 3406,
Synechococcus sp. SynAce01,1916956
Streptococcus agalactiae S13,"('1311', 'S13')"
Chryseobacterium indologenes AA5,"('253', 'AA5')"
Enterococcus faecalis CLB21560,"('1351', 'CLB21560')"
Bifidobacterium breve LMC520,"('1685', 'LMC520')"
Phycisphaerae bacterium L21-RPul-D3,1940790
Nostocales cyanobacterium HT-58-2,1940762
Chlamydia gallinacea JX-1,"('1457153', 'JX-1')"
Candidatus Carsonella ruddii BC,"('114186', 'BC')"
Streptococcus agalactiae Sag37,"('1311', 'Sag37')"
Streptococcus agalactiae Sag158,"('1311', 'Sag158')"
Streptococcus sp. 'group B' FDAARGOS_229,"('1319', 'FDAARGOS_229')"
Streptococcus agalactiae FDAARGOS_254,"('1311', 'FDAARGOS_254')"
Phycisphaerae bacterium ST-PulAB-D4,1941349
Lactobacillus brevis SRCM101106,"('1580', 'SRCM101106')"
Streptococcus agalactiae CUGBS591,"('1311', 'CUGBS591')"
Streptococcus agalactiae SG-M163,"('1311', 'SG-M163')"
Streptococcus agalactiae SG-M158,"('1311', 'SG-M158')"
Streptococcus agalactiae SG-M50,"('1311', 'SG-M50')"
Streptococcus agalactiae SG-M29,2763027
Streptococcus agalactiae SG-M25,"('1311', 'SG-M25')"
Streptococcus agalactiae SG-M8,"('1311', 'SG-M8')"
Streptococcus agalactiae SG-M6,"('1311', 'SG-M6')"
Streptococcus agalactiae SG-M4,"('1311', 'SG-M4')"
Halomicronema hongdechloris C2206,1641165
Streptococcus pyogenes NCTC8198,"('1314', 'NCTC8198')"
Lachnoclostridium phocaeense Marseille-P3177,"('1871021', 'Marseille-P3177')"
Christensenella massiliensis Marseille-P2438,"('1805714', 'Marseille-P2438')"
Arthrobacter sp. U41,1849032
Arthrobacter sp. ZXY-2,1806905
Lactobacillus amylophilus DSM 20533 = JCM 1125,1423721
Arthrobacter sp. QXT-31,1357915
Streptococcus pyogenes M3-b,"('1314', 'M3-b')"
Blattabacterium cuenoti BPAY,1457031
Mucilaginibacter gotjawali SA3-7,"('1550579', 'SA3-7')"
Stanieria sp. NIES-3757,1807358
Filimonas lacunae NBRC 104114,477680
Streptococcus pyogenes JMUB1235,"('1314', 'JMUB1235')"
Calothrix sp. NIES-2098,1954171
Leptolyngbya boryana NIES-2135,1973484
Calothrix sp. NIES-3974,2005462
Calothrix sp. NIES-4071,2005469
Calothrix sp. NIES-4101,2005461
Chondrocystis sp. NIES-4102,2005460
Streptococcus agalactiae C001,"('1311', 'C001')"
Bifidobacterium animalis BL3,"('28025', 'BL3')"
Bifidobacterium pseudolongum subsp. globosum DSM 20092,1410605
Bifidobacterium asteroides DSM 20089,1437594
Amycolatopsis sp. BJA-103,1911175
Synechococcus lividus PCC 6715,1917166
Virgibacillus pantothenticus 21D,"('1473', '21D')"
Bifidobacterium bifidum PRI 1,
Arthrobacter crystallopoietes DSM 20117,
Streptococcus agalactiae SA30,"('1311', 'SA30')"
Streptococcus agalactiae SA33,"('1311', 'SA33')"
Streptococcus agalactiae SA53,"('1311', 'SA53')"
Streptococcus agalactiae SA73,"('1311', 'SA73')"
Streptococcus agalactiae SA1,"('1311', 'SA1')"
Streptococcus agalactiae SA5,"('1311', 'SA5')"
Streptococcus agalactiae SA9,"('1311', 'SA9')"
Streptococcus agalactiae SA16,"('1311', 'SA16')"
Streptococcus agalactiae SA75,"('1311', 'SA75')"
Streptococcus agalactiae SA79,"('1311', 'SA79')"
Streptococcus agalactiae SA81,"('1311', 'SA81')"
Streptococcus agalactiae SA85,"('1311', 'SA85')"
Streptococcus agalactiae SA95,"('1311', 'SA95')"
Streptococcus agalactiae SA97,"('1311', 'SA97')"
Streptococcus agalactiae SA102,"('1311', 'SA102')"
Streptococcus agalactiae SA132,"('1311', 'SA132')"
Streptococcus agalactiae SA136,"('1311', 'SA136')"
Streptococcus agalactiae SA159,"('1311', 'SA159')"
Streptococcus agalactiae SA184,"('1311', 'SA184')"
Streptococcus agalactiae SA191,"('1311', 'SA191')"
Streptococcus agalactiae SA195,"('1311', 'SA195')"
Streptococcus agalactiae SA201,"('1311', 'SA201')"
Streptococcus agalactiae SA209,2689623
Streptococcus agalactiae SA212,"('1311', 'SA212')"
Streptococcus agalactiae SA218,"('1311', 'SA218')"
Streptococcus agalactiae SA220,"('1311', 'SA220')"
Streptococcus agalactiae SA245,"('1311', 'SA245')"
Streptococcus agalactiae SA256,"('1311', 'SA256')"
Streptococcus agalactiae SA289,"('1311', 'SA289')"
Streptococcus agalactiae SA330,"('1311', 'SA330')"
Streptococcus agalactiae SA333,"('1311', 'SA333')"
Streptococcus agalactiae SA341,"('1311', 'SA341')"
Streptococcus agalactiae SA343,"('1311', 'SA343')"
Streptococcus agalactiae SA346,"('1311', 'SA346')"
Streptococcus agalactiae SA374,"('1311', 'SA374')"
Streptococcus agalactiae SA375,"('1311', 'SA375')"
Streptococcus agalactiae SA623,"('1311', 'SA623')"
Streptococcus agalactiae SA627,"('1311', 'SA627')"
Streptococcus pyogenes STAB090229,"('1314', 'STAB090229')"
Streptococcus pyogenes STAB120304,"('1314', 'STAB120304')"
Nodularia spumigena UHCC 0039,1914872
Candidatus Sulcia muelleri ENCA,"('336810', 'ENCA')"
Bifidobacterium breve NRBB01,"('1685', 'NRBB01')"
Bifidobacterium breve NRBB02,"('1685', 'NRBB02')"
Bifidobacterium breve NRBB04,"('1685', 'NRBB04')"
Bifidobacterium breve NRBB09,"('1685', 'NRBB09')"
Bifidobacterium breve NRBB11,"('1685', 'NRBB11')"
Bifidobacterium breve NRBB57,"('1685', 'NRBB57')"
Bifidobacterium breve DRBB26,"('1685', 'DRBB26')"
Bifidobacterium breve NRBB50,"('1685', 'NRBB50')"
Bifidobacterium breve NRBB51,"('1685', 'NRBB51')"
Bifidobacterium breve NRBB52,"('1685', 'NRBB52')"
Bifidobacterium breve NRBB56,"('1685', 'NRBB56')"
Bifidobacterium breve DRBB27,"('1685', 'DRBB27')"
Bifidobacterium breve DRBB28,"('1685', 'DRBB28')"
Bifidobacterium breve 017W439,"('1685', '017W439')"
Bifidobacterium breve 082W48,"('1685', '082W48')"
Bifidobacterium breve 139W423,"('1685', '139W423')"
Bifidobacterium breve 180W83,"('1685', '180W83')"
Bifidobacterium breve 215W447a,"('1685', '215W447a')"
Bifidobacterium breve CNCM I-4321,
Streptococcus pyogenes JS12,"('1314', 'JS12')"
Streptococcus agalactiae B509,"('1311', 'B509')"
Streptococcus agalactiae B508,"('1311', 'B508')"
Streptococcus agalactiae B507,"('1311', 'B507')"
Streptococcus agalactiae B111,"('1311', 'B111')"
Streptococcus agalactiae B105,"('1311', 'B105')"
Streptococcus pyogenes GURSA1,"('1314', 'GURSA1')"
Virgibacillus phasianinus LM2416,"('2017483', 'LM2416')"
Streptococcus pyogenes GUR,"('1314', 'GUR')"
Blautia hansenii DSM 20583,537007
Streptococcus agalactiae 874391,"('1311', '874391')"
Bifidobacterium pseudolongum UMB-MBP-01,"('1694', 'UMB-MBP-01')"
Bifidobacterium bifidum S6,"('1681', 'S6')"
Bifidobacterium animalis subsp. lactis S7,"('302911', 'S7')"
Bifidobacterium breve NRBB08,"('1685', 'NRBB08')"
Bifidobacterium breve NRBB18,"('1685', 'NRBB18')"
Bifidobacterium breve NRBB19,"('1685', 'NRBB19')"
Bifidobacterium breve NRBB20,"('1685', 'NRBB20')"
Bifidobacterium breve NRBB27,"('1685', 'NRBB27')"
Bifidobacterium breve NRBB49,"('1685', 'NRBB49')"
Bifidobacterium breve DRBB29,"('1685', 'DRBB29')"
Bifidobacterium breve DRBB30,"('1685', 'DRBB30')"
Nostoc sp. CENA543,1869241
Actinosynnema pretiosum X47,"('42197', 'X47')"
Streptococcus pyogenes HarveyGAS,"('1314', 'HarveyGAS')"
Nostoc flagelliforme CCNUN1,2038116
Cyanobacterium sp. HL-69,2054282
Streptomyces lavendulae subsp. lavendulae CCM 3239,1894
Candidatus Hodgkinia cicadicola CHOCRA,"('573658', 'CHOCRA')"
Streptococcus agalactiae SGEHI2015-113,"('1311', 'SGEHI2015-113')"
Streptococcus agalactiae SGEHI2015-107,"('1311', 'SGEHI2015-107')"
Streptococcus agalactiae SGEHI2015-95,2909408
Streptococcus agalactiae SGEHI2015-25,"('1311', 'SGEHI2015-25')"
Spirosoma sp. HA7,2057025
Microbacterium hominis SJTG1,"('162426', 'SJTG1')"
Candidatus Hodgkinia cicadicola TETLON2b,"('573658', 'TETLON2b')"
Nostoc sp. 'Peltigera membranacea cyanobiont N6',1261031
Nostoc sp. 'Lobaria pulmonaria,136615
Streptococcus pyogenes NGAS979,"('1314', 'NGAS979')"
Streptococcus pyogenes TJ11-001,"('1314', 'TJ11-001')"
Bifidobacterium adolescentis 1-11,"('1680', '1-11')"
Candidatus Sulcia muelleri OLIH,"('336810', 'OLIH')"
Candidatus Vidania fulgoroideae OLIH,"('881286', 'OLIH')"
Arthrospira sp. TJSD092,2153484
Acidisphaera sp. G45-3,1969806
Renibacterium salmoninarum H2,"('1646', 'H2')"
Renibacterium salmoninarum DJ2R,"('1646', 'DJ2R')"
Enterococcus faecalis H25,"('1351', 'H25')"
Streptococcus agalactiae QMA0271,"('1311', 'QMA0271')"
Blattabacterium punctulatus CPUml,"('164514', 'CPUml')"
Blattabacterium punctulatus CPUsm,"('164514', 'CPUsm')"
Blattabacterium punctulatus CPUpc,"('164514', 'CPUpc')"
Blattabacterium punctulatus CPUsv,"('164514', 'CPUsv')"
Blattabacterium punctulatus CPUbt,"('164514', 'CPUbt')"
Blattabacterium punctulatus CPUmp,"('164514', 'CPUmp')"
Blattabacterium punctulatus CPUmc,"('164514', 'CPUmc')"
Blattabacterium punctulatus CPUbr,"('164514', 'CPUbr')"
Blattabacterium punctulatus CPUwf,"('164514', 'CPUwf')"
Blattabacterium clevelandi CCLhc,"('164516', 'CCLhc')"
Bradymonas sediminis FA350,"('1548548', 'FA350')"
Streptococcus agalactiae S73,"('1311', 'S73')"
Enterococcus faecalis TY1,"('1351', 'TY1')"
Bifidobacterium longum subsp. longum BORI,"('1679', 'BORI')"
Streptomyces sp. GSSD-12,2282738
Streptococcus agalactiae Sag27,"('1311', 'Sag27')"
Bifidobacterium longum subsp. infantis CECT 7210,
